"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Cerato — 13/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO] [FB e Insta] - Rio 26/09 — 14/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 14/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Rio 16/10",inactive,6,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[TRÁFEGO][Whatsapp][Insta e FB] - Feirão 10 Mil 18.07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][WhatsApp][FB] - Sorento 10.07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[TRÁFEGO][Whatsapp][Insta e FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",archived,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Cerato 16/07",inactive,5.5,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][Whatsapp][Insta e FB] - Feirão 10 Mil - 18/07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSÁGEM][Whatsapp][FB] - Cerato 0Km — 27/07",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][WhatsApp][FB] - Sportage 4 Mil",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][WhatsApp][FB] - Sportage 4 Mil — Cópia",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][CBO][WhatsApp][FB] - Sportage 4 Mil CBO",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Sportage 03/08",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[MENSAGEM][WhatsApp][FB] - Sportage 739",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
